comment_id,Comment,Label,Clause,targets_comment_id,Date,stakeholder_type
1189,Propose clarifying materiality thresholds in Clause 4(b) and allowing post-facto disclosure. board independence criteria.,SUGGEST_CHANGE,Clause 4(b),1001,2025-09-08,Consultant
1190,Propose clarifying materiality thresholds in Clause 4(b) and allowing post-facto disclosure.,SUGGEST_CHANGE,Clause 4(b),1001,2025-09-07,Professional Body
1191,Propose clarifying materiality thresholds in Clause 4(b) and allowing post-facto disclosure.,SUGGEST_CHANGE,Clause 4(b),1001,2025-07-30,Professional Body
1192,Suggest introducing a safe-harbour threshold under Clause 4(b) for micro and small companies. More clarification is needed.,SUGGEST_CHANGE,Clause 4(b),1001,2025-09-05,Professional Body
1193,Suggest introducing a safe-harbour threshold under Clause 4(b) for micro and small companies. CSR expenditure classification.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-16,Startup
1194,Propose clarifying materiality thresholds in Clause 4(b) and allowing post-facto disclosure. regulatory arbitrage near thresholds.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-28,Industry Association
1195,Suggest introducing a safe-harbour threshold under Clause 4(b) for micro and small companies. Data privacy safeguards should be retained.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-03,Company
1196,Consider exemptions for intra-group operational contracts within Clause 4(b). More clarification is needed. phased implementation.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-23,Consultant
1197,Recommend phased implementation for Clause 4(b) with guidance notes and examples. regulatory arbitrage near thresholds.,SUGGEST_CHANGE,Clause 4(b),1001,2025-09-09,Consultant
1198,Recommend phased implementation for Clause 4(b) with guidance notes and examples. post-facto disclosure.,SUGGEST_CHANGE,Clause 4(b),1001,2025-07-22,Consultant
1199,Consider exemptions for intra-group operational contracts within Clause 4(b). More clarification is needed. safe-harbour.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-07,Startup
1200,Propose clarifying materiality thresholds in Clause 4(b) and allowing post-facto disclosure. Please consider festival season constraints.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-29,Startup
1201,Suggest introducing a safe-harbour threshold under Clause 4(b) for micro and small companies. Data privacy safeguards should be retained. CSR expenditure classification.,SUGGEST_CHANGE,Clause 4(b),1001,2025-09-03,Industry Association
1202,Propose clarifying materiality thresholds in Clause 4(b) and allowing post-facto disclosure. regulatory arbitrage near thresholds.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-14,Consultant
1203,Propose clarifying materiality thresholds in Clause 4(b) and allowing post-facto disclosure. CSR expenditure classification.,SUGGEST_CHANGE,Clause 4(b),1001,2025-09-10,Industry Association
1204,Recommend phased implementation for Clause 4(b) with guidance notes and examples. post-facto disclosure.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-29,Auditor
1205,Propose clarifying materiality thresholds in Clause 4(b) and allowing post-facto disclosure.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-26,Consultant
1206,Propose clarifying materiality thresholds in Clause 4(b) and allowing post-facto disclosure. Please consider festival season constraints.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-21,Individual
1207,Recommend phased implementation for Clause 4(b) with guidance notes and examples.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-30,Startup
1208,Consider exemptions for intra-group operational contracts within Clause 4(b).,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-31,Auditor
1209,Suggest introducing a safe-harbour threshold under Clause 4(b) for micro and small companies. More clarification is needed. CSR expenditure classification.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-02,Auditor
1210,Recommend phased implementation for Clause 4(b) with guidance notes and examples. Data privacy safeguards should be retained.,SUGGEST_CHANGE,Clause 4(b),1001,2025-07-28,Auditor
1211,Recommend phased implementation for Clause 4(b) with guidance notes and examples. audit committee oversight.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-13,Consultant
1212,Recommend phased implementation for Clause 4(b) with guidance notes and examples.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-26,Consultant
1213,Consider exemptions for intra-group operational contracts within Clause 4(b). More clarification is needed.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-04,Company
1214,Suggest introducing a safe-harbour threshold under Clause 4(b) for micro and small companies. phased implementation.,SUGGEST_CHANGE,Clause 4(b),1001,2025-08-14,Individual
1215,Consider exemptions for intra-group operational contracts within Clause 4(b). More clarification is needed.,SUGGEST_CHANGE,Clause 4(b),1001,2025-09-02,Startup
1216,Suggest introducing a safe-harbour threshold under Clause 4(b) for micro and small companies. Please consider festival season constraints.,SUGGEST_CHANGE,Clause 4(b),1001,2025-09-04,Individual
1217,Please clarify whether obligations under Clause 4(b) apply retrospectively or prospectively. This will directly impact stakeholders.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-09-07,Professional Body
1218,Does Clause 4(b) override earlier notifications? Please clarify the precedence. This will directly impact stakeholders. audit committee oversight.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-09-02,Company
1219,Kindly specify the effective date for Clause 4(b) to avoid disruption of ongoing filings. More clarification is needed.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-08-01,Auditor
1220,Kindly specify the effective date for Clause 4(b) to avoid disruption of ongoing filings.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-07-22,Company
1221,Does Clause 4(b) override earlier notifications? Please clarify the precedence.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-09-02,Startup
1222,Kindly specify the effective date for Clause 4(b) to avoid disruption of ongoing filings. This will directly impact stakeholders.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-08-31,Individual
1223,Request clarification on interaction of Clause 4(b) with existing SEBI/LODR provisions.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-08-31,Consultant
1224,Does Clause 4(b) override earlier notifications? Please clarify the precedence. XBRL tagging obligations.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-07-24,Startup
1225,Kindly specify the effective date for Clause 4(b) to avoid disruption of ongoing filings. This will directly impact stakeholders.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-07-28,Startup
1226,Request clarification on interaction of Clause 4(b) with existing SEBI/LODR provisions. More clarification is needed. additional reporting near cutoff.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-08-06,Industry Association
1227,Please clarify whether obligations under Clause 4(b) apply retrospectively or prospectively. Industry transition time will be essential. digitization of filings.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-08-12,Auditor
1228,Request clarification on interaction of Clause 4(b) with existing SEBI/LODR provisions. Data privacy safeguards should be retained.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-09-02,Consultant
1229,Kindly specify the effective date for Clause 4(b) to avoid disruption of ongoing filings. Industry transition time will be essential.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-08-22,Professional Body
1230,Does Clause 4(b) override earlier notifications? Please clarify the precedence. timeline of 10 days.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-08-28,Startup
1231,Does Clause 4(b) override earlier notifications? Please clarify the precedence. Data privacy safeguards should be retained.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-07-26,Company
1232,Please clarify whether obligations under Clause 4(b) apply retrospectively or prospectively.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-08-22,Consultant
1233,Kindly specify the effective date for Clause 4(b) to avoid disruption of ongoing filings. Data privacy safeguards should be retained. CSR expenditure classification.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-08-02,Auditor
1234,Request clarification on interaction of Clause 4(b) with existing SEBI/LODR provisions. post-facto disclosure.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-08-30,Consultant
1235,Please clarify whether obligations under Clause 4(b) apply retrospectively or prospectively. Data privacy safeguards should be retained. phased implementation.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-07-21,Industry Association
1236,Does Clause 4(b) override earlier notifications? Please clarify the precedence. More clarification is needed.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-08-31,Consultant
1237,Request clarification on interaction of Clause 4(b) with existing SEBI/LODR provisions.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-07-28,Industry Association
1238,Request clarification on interaction of Clause 4(b) with existing SEBI/LODR provisions. More clarification is needed.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-08-09,Professional Body
1239,Please clarify whether obligations under Clause 4(b) apply retrospectively or prospectively. More clarification is needed.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-08-18,Auditor
1240,Does Clause 4(b) override earlier notifications? Please clarify the precedence. Data privacy safeguards should be retained.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-08-04,Consultant
1241,Request clarification on interaction of Clause 4(b) with existing SEBI/LODR provisions.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-08-23,Consultant
1242,Please clarify whether obligations under Clause 4(b) apply retrospectively or prospectively. audit committee oversight.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-08-24,Consultant
1243,Does Clause 4(b) override earlier notifications? Please clarify the precedence. audit committee oversight.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-07-28,Startup
1244,Please clarify whether obligations under Clause 4(b) apply retrospectively or prospectively. regulatory arbitrage near thresholds.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-08-18,Consultant
1245,Request clarification on interaction of Clause 4(b) with existing SEBI/LODR provisions. Industry transition time will be essential.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-07-25,Company
1246,Please clarify whether obligations under Clause 4(b) apply retrospectively or prospectively. Data privacy safeguards should be retained.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-08-16,Auditor
1247,Request clarification on interaction of Clause 4(b) with existing SEBI/LODR provisions. This will directly impact stakeholders. regulatory arbitrage near thresholds.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-08-22,Professional Body
1248,Kindly specify the effective date for Clause 4(b) to avoid disruption of ongoing filings. audit committee oversight.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-08-07,Professional Body
1249,Request clarification on interaction of Clause 4(b) with existing SEBI/LODR provisions. More clarification is needed. phased implementation.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-07-30,Individual
1250,Kindly specify the effective date for Clause 4(b) to avoid disruption of ongoing filings. Please consider festival season constraints.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-08-11,Industry Association
1251,Please clarify whether obligations under Clause 4(b) apply retrospectively or prospectively. phased implementation.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-07-20,Auditor
1252,Request clarification on interaction of Clause 4(b) with existing SEBI/LODR provisions. This will directly impact stakeholders.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-07-30,Industry Association
1253,Kindly specify the effective date for Clause 4(b) to avoid disruption of ongoing filings. This will directly impact stakeholders.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-08-04,Professional Body
1254,Please clarify whether obligations under Clause 4(b) apply retrospectively or prospectively. Please consider festival season constraints.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-07-29,Professional Body
1255,Kindly specify the effective date for Clause 4(b) to avoid disruption of ongoing filings. More clarification is needed.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-07-21,Industry Association
1256,Please clarify whether obligations under Clause 4(b) apply retrospectively or prospectively. This will directly impact stakeholders. post-facto disclosure.,REQUEST_CLARIFICATION,Clause 4(b),1001,2025-08-24,Industry Association
1257,Propose clarifying materiality thresholds in Clause 9 and allowing post-facto disclosure. Please consider festival season constraints.,SUGGEST_CHANGE,Clause 9,,2025-07-26,Company
1258,Request clarification on interaction of Clause 10 with existing SEBI/LODR provisions. Please consider festival season constraints.,REQUEST_CLARIFICATION,Clause 10,,2025-08-10,Consultant
1259,Recommend phased implementation for Clause 4(b) with guidance notes and examples. Industry transition time will be essential.,SUGGEST_CHANGE,Clause 4(b),,2025-08-20,Company
1260,We do not support Clause 4(b) as drafted; a calibrated approach is advisable.,DISAGREE,Clause 4(b),,2025-08-18,Consultant
1261,We disagree with the approach in Clause 4(b); it may increase compliance burden without proportional benefits.,DISAGREE,Clause 4(b),,2025-08-19,Consultant
1262,The proposal under Clause 4(b) could be counterproductive for startups; please reconsider the scope. This will directly impact stakeholders. post-facto disclosure.,DISAGREE,Clause 4(b),,2025-08-31,Professional Body
1263,Agree with the draft language in Clause 10; implementation should be straightforward for most entities. phased implementation.,AGREE,Clause 10,,2025-07-27,Individual
1264,Recommend phased implementation for Clause 2 with guidance notes and examples. More clarification is needed.,SUGGEST_CHANGE,Clause 2,,2025-08-30,Industry Association
1265,Kindly specify the effective date for Clause 4 to avoid disruption of ongoing filings. Industry transition time will be essential.,REQUEST_CLARIFICATION,Clause 4,,2025-09-05,Consultant
1266,We welcome the direction in Clause 4(b). It improves consistency and transparency.,AGREE,Clause 4(b),,2025-07-25,Company
1267,Oppose the current wording in Overall. It risks overreach and unintended enforcement.,DISAGREE,,,2025-09-07,Professional Body
1268,We disagree with the approach in Clause 3; it may increase compliance burden without proportional benefits.,DISAGREE,Clause 3,,2025-08-12,Startup
1269,Clause 4(b) requires tightening of definitions to avoid interpretational disputes among compliance teams.,CLAUSE_FEEDBACK,Clause 4(b),,2025-08-27,Consultant
1270,Clause 4(b) should explicitly define the scope of beneficial ownership to avoid under-reporting.,CLAUSE_FEEDBACK,Clause 4(b),,2025-08-06,Individual
1271,Agree with the draft language in Clause 9; implementation should be straightforward for most entities.,AGREE,Clause 9,,2025-08-08,Auditor
1272,We disagree with the approach in Clause 4(b); it may increase compliance burden without proportional benefits.,DISAGREE,Clause 4(b),,2025-07-25,Auditor
1273,"To ensure uniformity, Clause 1 should cross-reference Rule 15 of the Companies Rules, 2014. additional reporting near cutoff.",CLAUSE_FEEDBACK,Clause 1,,2025-08-10,Individual
1274,The proposal under Clause 9 could be counterproductive for startups; please reconsider the scope. CSR expenditure classification.,DISAGREE,Clause 9,,2025-08-18,Professional Body
1275,We welcome the direction in Clause 4(b). It improves consistency and transparency. Please consider festival season constraints. safe-harbour.,AGREE,Clause 4(b),,2025-08-07,Individual
1276,Request clarification on interaction of Clause 3 with existing SEBI/LODR provisions.,REQUEST_CLARIFICATION,Clause 3,,2025-08-24,Auditor
1277,Please clarify whether obligations under Clause 1 apply retrospectively or prospectively.,REQUEST_CLARIFICATION,Clause 1,,2025-08-26,Startup
1278,Clause 4 should explicitly define the scope of beneficial ownership to avoid under-reporting.,CLAUSE_FEEDBACK,Clause 4,,2025-08-04,Professional Body
1279,The proposal under Clause 9 could be counterproductive for startups; please reconsider the scope. post-facto disclosure.,DISAGREE,Clause 9,,2025-09-06,Individual
1280,We do not support Clause 6 as drafted; a calibrated approach is advisable. CSR expenditure classification.,DISAGREE,Clause 6,,2025-08-30,Company
1281,Clause 9 should explicitly define the scope of beneficial ownership to avoid under-reporting.,CLAUSE_FEEDBACK,Clause 9,,2025-07-24,Auditor
1282,We do not support Clause 4(b) as drafted; a calibrated approach is advisable. Industry transition time will be essential.,DISAGREE,Clause 4(b),,2025-08-29,Industry Association
1283,Consider exemptions for intra-group operational contracts within Clause 2. Please consider festival season constraints. post-facto disclosure.,SUGGEST_CHANGE,Clause 2,,2025-09-02,Startup
1284,Recommend phased implementation for Clause 1 with guidance notes and examples. audit committee oversight.,SUGGEST_CHANGE,Clause 1,,2025-09-02,Company
1285,Clause 3 requires tightening of definitions to avoid interpretational disputes among compliance teams. This will directly impact stakeholders.,CLAUSE_FEEDBACK,Clause 3,,2025-09-10,Startup
1286,Oppose the current wording in Clause 3. It risks overreach and unintended enforcement. Please consider festival season constraints.,DISAGREE,Clause 3,,2025-08-22,Company
1287,Please clarify whether obligations under Clause 2 apply retrospectively or prospectively. Data privacy safeguards should be retained. transparency for shareholders.,REQUEST_CLARIFICATION,Clause 2,,2025-09-01,Industry Association
1288,Does Clause 7 override earlier notifications? Please clarify the precedence. More clarification is needed. transparency for shareholders.,REQUEST_CLARIFICATION,Clause 7,,2025-07-21,Industry Association
1289,The proposal under Clause 4 could be counterproductive for startups; please reconsider the scope.,DISAGREE,Clause 4,,2025-07-25,Auditor
1290,Consider exemptions for intra-group operational contracts within Clause 9.,SUGGEST_CHANGE,Clause 9,,2025-07-28,Professional Body
1291,Consider exemptions for intra-group operational contracts within Clause 2. More clarification is needed.,SUGGEST_CHANGE,Clause 2,,2025-08-11,Startup
1292,We disagree with the approach in Clause 7; it may increase compliance burden without proportional benefits. safe-harbour.,DISAGREE,Clause 7,,2025-08-09,Consultant
1293,Propose clarifying materiality thresholds in Clause 2 and allowing post-facto disclosure. phased implementation.,SUGGEST_CHANGE,Clause 2,,2025-09-05,Consultant
1294,Oppose the current wording in Clause 5. It risks overreach and unintended enforcement.,DISAGREE,Clause 5,,2025-09-10,Individual
1295,Propose clarifying materiality thresholds in Clause 8 and allowing post-facto disclosure. safe-harbour.,SUGGEST_CHANGE,Clause 8,,2025-08-04,Startup
1296,Request clarification on interaction of Clause 9 with existing SEBI/LODR provisions.,REQUEST_CLARIFICATION,Clause 9,,2025-09-02,Industry Association
1297,The proposal under Clause 4(b) could be counterproductive for startups; please reconsider the scope. Industry transition time will be essential. post-facto disclosure.,DISAGREE,Clause 4(b),,2025-07-22,Auditor
1298,Support the approach under Clause 6. This change will reduce ambiguity for practitioners.,AGREE,Clause 6,,2025-07-28,Consultant
1299,Please clarify whether obligations under Clause 3 apply retrospectively or prospectively. Industry transition time will be essential.,REQUEST_CLARIFICATION,Clause 3,,2025-08-01,Individual
1300,Propose clarifying materiality thresholds in Clause 8 and allowing post-facto disclosure.,SUGGEST_CHANGE,Clause 8,,2025-08-07,Industry Association
1301,We welcome the direction in Clause 7. It improves consistency and transparency.,AGREE,Clause 7,,2025-09-01,Company
1302,We agree with the proposed alignment in Clause 8; it will harmonize reporting across filings. phased implementation.,AGREE,Clause 8,,2025-08-30,Consultant
1303,Consider exemptions for intra-group operational contracts within Clause 6. This will directly impact stakeholders. audit committee oversight.,SUGGEST_CHANGE,Clause 6,,2025-08-24,Startup
1304,We welcome the direction in Clause 9. It improves consistency and transparency.,AGREE,Clause 9,,2025-08-10,Professional Body
1305,Suggest introducing a safe-harbour threshold under Clause 2 for micro and small companies. regulatory arbitrage near thresholds.,SUGGEST_CHANGE,Clause 2,,2025-08-31,Industry Association
1306,We welcome the direction in Clause 4(b). It improves consistency and transparency. More clarification is needed. safe-harbour.,AGREE,Clause 4(b),,2025-08-08,Startup
1307,Clause 9 should explicitly define the scope of beneficial ownership to avoid under-reporting.,CLAUSE_FEEDBACK,Clause 9,,2025-08-29,Individual
1308,The drafting of Clause 6 should reference Schedule III for consistent treatment across statements. Industry transition time will be essential.,CLAUSE_FEEDBACK,Clause 6,,2025-07-31,Industry Association
1309,Please clarify whether obligations under Clause 4(b) apply retrospectively or prospectively. More clarification is needed. board independence criteria.,REQUEST_CLARIFICATION,Clause 4(b),,2025-08-18,Startup
1310,We agree with the proposed alignment in Clause 4; it will harmonize reporting across filings. Data privacy safeguards should be retained.,AGREE,Clause 4,,2025-07-30,Consultant
1311,Support the approach under Clause 4. This change will reduce ambiguity for practitioners.,AGREE,Clause 4,,2025-07-24,Professional Body
1312,Suggest introducing a safe-harbour threshold under Clause 4 for micro and small companies.,SUGGEST_CHANGE,Clause 4,,2025-08-15,Auditor
1313,We disagree with the approach in Clause 4(b); it may increase compliance burden without proportional benefits.,DISAGREE,Clause 4(b),,2025-08-06,Individual
1314,Suggest introducing a safe-harbour threshold under Clause 5 for micro and small companies.,SUGGEST_CHANGE,Clause 5,,2025-09-08,Individual
1315,Oppose the current wording in Clause 1. It risks overreach and unintended enforcement. Please consider festival season constraints. safe-harbour.,DISAGREE,Clause 1,,2025-07-28,Company
1316,The proposal under Clause 4(b) could be counterproductive for startups; please reconsider the scope.,DISAGREE,Clause 4(b),,2025-08-19,Consultant
1317,Consider exemptions for intra-group operational contracts within Clause 3.,SUGGEST_CHANGE,Clause 3,,2025-08-31,Auditor
1318,Request clarification on interaction of Clause 8 with existing SEBI/LODR provisions.,REQUEST_CLARIFICATION,Clause 8,,2025-08-28,Auditor
1319,Clause 9 should explicitly define the scope of beneficial ownership to avoid under-reporting.,CLAUSE_FEEDBACK,Clause 9,,2025-08-31,Professional Body
1320,Please clarify whether obligations under Clause 3 apply retrospectively or prospectively. audit committee oversight.,REQUEST_CLARIFICATION,Clause 3,,2025-09-10,Auditor
1321,Request clarification on interaction of Clause 8 with existing SEBI/LODR provisions.,REQUEST_CLARIFICATION,Clause 8,,2025-08-08,Auditor
1322,Kindly specify the effective date for Clause 4(b) to avoid disruption of ongoing filings. safe-harbour.,REQUEST_CLARIFICATION,Clause 4(b),,2025-07-20,Professional Body
1323,We welcome the direction in Clause 4(b). It improves consistency and transparency. Please consider festival season constraints.,AGREE,Clause 4(b),,2025-07-22,Consultant
1324,Clause 2 should explicitly define the scope of beneficial ownership to avoid under-reporting. More clarification is needed.,CLAUSE_FEEDBACK,Clause 2,,2025-08-05,Professional Body
1325,We agree with the proposed alignment in Clause 1; it will harmonize reporting across filings. audit committee oversight.,AGREE,Clause 1,,2025-07-27,Individual
1326,The proposal under Clause 6 could be counterproductive for startups; please reconsider the scope. Industry transition time will be essential.,DISAGREE,Clause 6,,2025-08-16,Professional Body
1327,The drafting of Overall should reference Schedule III for consistent treatment across statements. Data privacy safeguards should be retained.,CLAUSE_FEEDBACK,,,2025-08-06,Individual
1328,Propose clarifying materiality thresholds in Clause 4 and allowing post-facto disclosure. Please consider festival season constraints.,SUGGEST_CHANGE,Clause 4,,2025-08-08,Startup
1329,"To ensure uniformity, Clause 2 should cross-reference Rule 15 of the Companies Rules, 2014. More clarification is needed.",CLAUSE_FEEDBACK,Clause 2,,2025-08-13,Company
1330,We welcome the direction in Clause 5. It improves consistency and transparency. Data privacy safeguards should be retained. post-facto disclosure.,AGREE,Clause 5,,2025-08-20,Individual
1331,Does Clause 4 override earlier notifications? Please clarify the precedence.,REQUEST_CLARIFICATION,Clause 4,,2025-08-12,Professional Body
1332,Oppose the current wording in Clause 8. It risks overreach and unintended enforcement. Please consider festival season constraints.,DISAGREE,Clause 8,,2025-08-18,Individual
1333,Propose clarifying materiality thresholds in Clause 8 and allowing post-facto disclosure.,SUGGEST_CHANGE,Clause 8,,2025-07-27,Auditor
1334,We disagree with the approach in Clause 5; it may increase compliance burden without proportional benefits. This will directly impact stakeholders. regulatory arbitrage near thresholds.,DISAGREE,Clause 5,,2025-08-23,Industry Association
1335,We agree with the proposed alignment in Clause 9; it will harmonize reporting across filings.,AGREE,Clause 9,,2025-08-02,Consultant
1336,Oppose the current wording in Clause 4(b). It risks overreach and unintended enforcement.,DISAGREE,Clause 4(b),,2025-08-12,Professional Body
1337,The drafting of Clause 4(b) should reference Schedule III for consistent treatment across statements. safe-harbour.,CLAUSE_FEEDBACK,Clause 4(b),,2025-09-05,Startup
1338,Kindly specify the effective date for Clause 2 to avoid disruption of ongoing filings. Industry transition time will be essential.,REQUEST_CLARIFICATION,Clause 2,,2025-07-25,Company
1339,Agree with the draft language in Clause 7; implementation should be straightforward for most entities.,AGREE,Clause 7,,2025-08-01,Industry Association
1340,Support the approach under Clause 4(b). This change will reduce ambiguity for practitioners. transparency for shareholders.,AGREE,Clause 4(b),,2025-08-29,Industry Association
1341,Support the approach under Clause 7. This change will reduce ambiguity for practitioners. Industry transition time will be essential.,AGREE,Clause 7,,2025-08-10,Individual
1342,We welcome the direction in Clause 8. It improves consistency and transparency. Industry transition time will be essential.,AGREE,Clause 8,,2025-07-23,Professional Body
1343,Request clarification on interaction of Clause 10 with existing SEBI/LODR provisions.,REQUEST_CLARIFICATION,Clause 10,,2025-08-21,Startup
1344,Support the approach under Clause 1. This change will reduce ambiguity for practitioners. safe-harbour.,AGREE,Clause 1,,2025-08-26,Startup
1345,Recommend phased implementation for Clause 5 with guidance notes and examples.,SUGGEST_CHANGE,Clause 5,,2025-08-10,Professional Body
1346,Request clarification on interaction of Clause 2 with existing SEBI/LODR provisions.,REQUEST_CLARIFICATION,Clause 2,,2025-08-31,Individual
1347,Please clarify whether obligations under Clause 4 apply retrospectively or prospectively. regulatory arbitrage near thresholds.,REQUEST_CLARIFICATION,Clause 4,,2025-08-03,Consultant
1348,We disagree with the approach in Clause 8; it may increase compliance burden without proportional benefits.,DISAGREE,Clause 8,,2025-08-17,Consultant
1349,Propose clarifying materiality thresholds in Overall and allowing post-facto disclosure. safe-harbour.,SUGGEST_CHANGE,,,2025-08-11,Startup
1350,Oppose the current wording in Clause 4(b). It risks overreach and unintended enforcement.,DISAGREE,Clause 4(b),,2025-08-20,Company
1351,Recommend phased implementation for Clause 10 with guidance notes and examples. This will directly impact stakeholders. post-facto disclosure.,SUGGEST_CHANGE,Clause 10,,2025-09-02,Industry Association
1352,Recommend phased implementation for Clause 6 with guidance notes and examples.,SUGGEST_CHANGE,Clause 6,,2025-08-03,Consultant
1353,Clause 1 requires tightening of definitions to avoid interpretational disputes among compliance teams.,CLAUSE_FEEDBACK,Clause 1,,2025-09-01,Consultant
1354,We welcome the direction in Clause 8. It improves consistency and transparency. Please consider festival season constraints. additional reporting near cutoff.,AGREE,Clause 8,,2025-07-28,Individual
1355,Propose clarifying materiality thresholds in Clause 9 and allowing post-facto disclosure. More clarification is needed.,SUGGEST_CHANGE,Clause 9,,2025-09-09,Consultant
1356,Request clarification on interaction of Clause 4 with existing SEBI/LODR provisions.,REQUEST_CLARIFICATION,Clause 4,,2025-07-26,Industry Association
1357,We agree with the proposed alignment in Clause 2; it will harmonize reporting across filings.,AGREE,Clause 2,,2025-08-27,Company
1358,Kindly specify the effective date for Overall to avoid disruption of ongoing filings.,REQUEST_CLARIFICATION,,,2025-07-30,Industry Association
1359,Request clarification on interaction of Clause 3 with existing SEBI/LODR provisions. Data privacy safeguards should be retained. timeline of 10 days.,REQUEST_CLARIFICATION,Clause 3,,2025-09-09,Industry Association
1360,Suggest introducing a safe-harbour threshold under Clause 4(b) for micro and small companies.,SUGGEST_CHANGE,Clause 4(b),,2025-08-07,Startup
1361,Support the approach under Clause 4. This change will reduce ambiguity for practitioners.,AGREE,Clause 4,,2025-09-07,Individual
1362,Suggest introducing a safe-harbour threshold under Clause 7 for micro and small companies.,SUGGEST_CHANGE,Clause 7,,2025-09-03,Industry Association
1363,Agree with the draft language in Clause 4(b); implementation should be straightforward for most entities. phased implementation.,AGREE,Clause 4(b),,2025-09-04,Consultant
1364,Propose clarifying materiality thresholds in Clause 4(b) and allowing post-facto disclosure. More clarification is needed.,SUGGEST_CHANGE,Clause 4(b),,2025-08-05,Industry Association
1365,Oppose the current wording in Clause 3. It risks overreach and unintended enforcement. This will directly impact stakeholders.,DISAGREE,Clause 3,,2025-08-18,Company
1366,Clause 8 requires tightening of definitions to avoid interpretational disputes among compliance teams. Industry transition time will be essential.,CLAUSE_FEEDBACK,Clause 8,,2025-08-16,Startup
1367,Support the approach under Clause 4(b). This change will reduce ambiguity for practitioners.,AGREE,Clause 4(b),,2025-09-09,Startup
1368,Support the approach under Clause 3. This change will reduce ambiguity for practitioners. Data privacy safeguards should be retained. regulatory arbitrage near thresholds.,AGREE,Clause 3,,2025-08-28,Industry Association
1369,We welcome the direction in Clause 9. It improves consistency and transparency. More clarification is needed.,AGREE,Clause 9,,2025-09-02,Consultant
1370,Kindly specify the effective date for Clause 1 to avoid disruption of ongoing filings. More clarification is needed.,REQUEST_CLARIFICATION,Clause 1,,2025-08-17,Professional Body
1371,Suggest introducing a safe-harbour threshold under Clause 2 for micro and small companies.,SUGGEST_CHANGE,Clause 2,,2025-08-26,Professional Body
1372,We agree with the proposed alignment in Clause 5; it will harmonize reporting across filings.,AGREE,Clause 5,,2025-07-31,Startup
1373,Support the approach under Clause 4(b). This change will reduce ambiguity for practitioners.,AGREE,Clause 4(b),,2025-09-03,Auditor
